year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2015,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1548662.85
2015,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2567.89
2015,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1541.14
2015,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,677.4
2015,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,677.4
2016,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1264.51
2016,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.13
2016,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.05
2016,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.77
2016,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.77
2016,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1264510.8
2016,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2053.16
2016,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1133.58
2016,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,765.99
2016,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2016,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,765.99
2017,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1258.37
2017,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.01
2017,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.97
2017,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2017,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2017,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1258371.09
2017,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1971.85
2017,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1007.82
2017,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1067.5
2017,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2017,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1067.5
2018,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1251.65
2018,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.06
2018,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.22
2018,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.31
2018,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.31
2018,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1251653.11
2018,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2221.88
2018,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1061.12
2018,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1308.71
2018,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2018,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1308.71
2019,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1345.87
2019,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.37
2019,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.73
2019,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2019,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2019,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1345869.46
2019,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2731.15
2019,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1372.2
2019,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1197.6
2019,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2019,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1197.6
2020,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,964.34
2020,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.69
2020,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.76
2020,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.17
2020,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.17
2020,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,964339.35
2020,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1764.31
2020,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,685.55
2020,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1172.47
2020,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1172.47
2021,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1070.64
2021,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.75
2021,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.86
2021,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.04
2021,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.04
2021,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1070641.23
2021,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1856.74
2021,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,747.02
2021,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1042.51
2021,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1042.51
2022,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1128.45
2022,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.77
2022,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.88
2022,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2022,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2022,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1128449.78
2022,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1875.78
2022,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,765.64
2022,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
